City,Ratings,Ideal_duration,best_time,desc,Cluster,State,Unnamed: 7
Amroha,4.8,3-4 days,October-April,"[' Amroha is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Uttar Pradesh
Hardoi,4.2,2-3 days,October-April,"[' Hardoi is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",3,,Uttar Pradesh
Fatehpur,4.9,3-4 days,October-April,"[' Fatehpur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Uttar Pradesh
Raebareli,4.4,1-2 days,October-April,"[' Raebareli is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttar Pradesh
Orai,4.1,2-3 days,October-April,"[' Orai is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,Uttar Pradesh
Sitapur,4.5,2-3 days,October-April,"[' Sitapur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",3,,Uttar Pradesh
Bahraich,4.6,3-4 days,October-April,"[' Bahraich is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",4,,Uttar Pradesh
Modinagar,3.7,2-3 days,October-April,"[' Modinagar is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,Uttar Pradesh
Unnao,3.6,1-2 days,October-April,"[' Unnao is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,Uttar Pradesh
Jaunpur,4.1,2-3 days,October-April,"[' Jaunpur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Uttar Pradesh
Lakhimpur,4,3-4 days,October-April,"[' Lakhimpur is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Uttar Pradesh
Hathras,4.4,2-3 days,October-April,"[' Hathras is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Uttar Pradesh
Banda,4.3,2-3 days,October-April,"[' Banda is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",3,,Uttar Pradesh
Pilibhit,4.8,3-4 days,October-April,"[' Pilibhit is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",1,,Uttar Pradesh
Mughalsarai,4,2-3 days,October-April,"[' Mughalsarai is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Uttar Pradesh
Barabanki,4.6,3-4 days,October-April,"[' Barabanki is a beautiful destination in Uttar Pradesh, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,Uttar Pradesh
Haridwar,4.2,2-3 days,March-June,"[' Haridwar is a beautiful destination in Uttarakhand, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,Uttarakhand
Roorkee,3.8,1-2 days,March-June,"[' Roorkee is a beautiful destination in Uttarakhand, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttarakhand
Haldwani,4,3-4 days,March-June,"[' Haldwani is a beautiful destination in Uttarakhand, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,Uttarakhand
Rudrapur,4.3,2-3 days,March-June,"[' Rudrapur is a beautiful destination in Uttarakhand, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",3,,Uttarakhand
Kashipur,4.8,1-2 days,March-June,"[' Kashipur is a beautiful destination in Uttarakhand, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,Uttarakhand
Rishikesh,4.6,2-3 days,March-June,"[' Rishikesh is a beautiful destination in Uttarakhand, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,Uttarakhand
Howrah,3.8,2-3 days,October-April,"[' Howrah is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,West Bengal
Durgapur,4.9,2-3 days,October-April,"[' Durgapur is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,West Bengal
Asansol,3.8,1-2 days,October-April,"[' Asansol is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,West Bengal
Siliguri,3.8,1-2 days,October-April,"[' Siliguri is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,West Bengal
Maheshtala,4.3,2-3 days,October-April,"[' Maheshtala is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,West Bengal
Rajpur Sonarpur,4,2-3 days,October-April,"[' Rajpur Sonarpur is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,West Bengal
Gopalpur,4.1,2-3 days,October-April,"[' Gopalpur is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",3,,West Bengal
Bhatpara,3.7,1-2 days,October-April,"[' Bhatpara is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",2,,West Bengal
South Dumdum,4.7,2-3 days,October-April,"[' South Dumdum is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,West Bengal
Bardhaman,4.4,3-4 days,October-April,"[' Bardhaman is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,West Bengal
Kamarhati,4.6,1-2 days,October-April,"[' Kamarhati is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,West Bengal
Kulti,4.2,2-3 days,October-April,"[' Kulti is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,West Bengal
Bally,3.7,2-3 days,October-April,"[' Bally is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",4,,West Bengal
Barasat,4,1-2 days,October-April,"[' Barasat is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,West Bengal
North Dumdum,4.7,1-2 days,October-April,"[' North Dumdum is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,West Bengal
Baranagar,3.6,1-2 days,October-April,"[' Baranagar is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,West Bengal
Uluberia,4.2,2-3 days,October-April,"[' Uluberia is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,West Bengal
Naihati,4.4,2-3 days,October-April,"[' Naihati is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",3,,West Bengal
Bidhan Nagar,4.1,3-4 days,October-April,"[' Bidhan Nagar is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",4,,West Bengal
Kharagpur,3.5,3-4 days,October-April,"[' Kharagpur is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,West Bengal
Haldia,4.2,2-3 days,October-April,"[' Haldia is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",2,,West Bengal
Madhyamgram,3.8,1-2 days,October-April,"[' Madhyamgram is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,West Bengal
Berhampore,4.6,1-2 days,October-April,"[' Berhampore is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,West Bengal
Raiganj,4.4,1-2 days,October-April,"[' Raiganj is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",4,,West Bengal
Serampore,4.2,2-3 days,October-April,"[' Serampore is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,West Bengal
Hugli-Chinsurah,4.2,3-4 days,October-April,"[' Hugli-Chinsurah is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,West Bengal
Medinipur,4.4,1-2 days,October-April,"[' Medinipur is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",3,,West Bengal
Chandannagar,3.7,1-2 days,October-April,"[' Chandannagar is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",2,,West Bengal
Balurghat,3.7,1-2 days,October-April,"[' Balurghat is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",0,,West Bengal
Basirhat,4.7,2-3 days,October-April,"[' Basirhat is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",3,,West Bengal
Bankura,4.2,3-4 days,October-April,"[' Bankura is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",3,,West Bengal
Chakdaha,4.8,3-4 days,October-April,"[' Chakdaha is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",0,,West Bengal
Darjeeling,4.8,2-3 days,October-April,"[' Darjeeling is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",1,,West Bengal
Alipurduar,3.5,3-4 days,October-April,"[' Alipurduar is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",1,,West Bengal
Purulia,4,2-3 days,October-April,"[' Purulia is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 2-3 days getaway. ']",0,,West Bengal
Jangipur,4.2,3-4 days,October-April,"[' Jangipur is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",4,,West Bengal
Bangaon,3.9,1-2 days,October-April,"[' Bangaon is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 1-2 days getaway. ']",1,,West Bengal
Cooch Behar,4.4,3-4 days,October-April,"[' Cooch Behar is a beautiful destination in West Bengal, known for its unique culture, historical landmarks, and vibrant local life. A perfect spot for a 3-4 days getaway. ']",2,,West Bengal
