Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
Hotel Plaza Heights,4.6,Mangalore,Free Wi-Fi,Free parking,Air conditioning,Smoke-free,0,0,0,0,0,1937
Woodlands Hotel,4.0,Mangalore,Breakfast,Free parking,Wi-Fi,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,1888
AJ Grand Hotel,4.5,Mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,4620
Hotel Ganga Sagar,4.3,Mangalore,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Smoke-free,1348
The Sea View,4.2,Mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Bar,Restaurant,Room service,Kitchen,4936
Grand Mercure Mysore,4.5,Mysore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7503
Treebo Trend Akshaya Mahal Inn - Hotel in Mysore,4.2,Mysore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kid-friendly,0,5572
Tulips Homestay | Studio Rooms & Wi-Fi,4.3,Mysore,Sleeps 6,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,2195
Lalitha Mahal Palace Hotel,4.3,Mysore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,5244
"Hotel Heritage Inn, Mysore",4.3,Mysore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1967
Hotel Garden City,3.6,Mysore,2-star hotel,Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,715
Aishwarya Le Royal (Best Budget Hotel in Mysore),3.7,Mysore,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,0,0,1048
Hotel Mayura Hoysala Mysuru,4.1,Mysore,3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Bar,Restaurant,Room service,Airport shuttle,2419
Livaana (Formerly known as Vivaana),3.8,Mysore,Breakfast,Free Wi-Fi,Free parking,Pool,Bar,Restaurant,Room service,Kitchen,Airport shuttle,2193
Hotel Sandesh The Prince,4.1,Mysore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3008
"Fortune JP Palace, Mysore - Member ITC's hotel group",4.3,Mysore,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4880
Grand Mercure Mysore,4.5,Mysore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6000
Country Inn Mysore - Mosaic,4.5,Mysore,0,0,0,0,0,0,0,0,0,4645
Hotel Sepoy Grande,4.0,Mysore,3-star hotel,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,0,1455
Silent Shores Resort & Spa,4.3,Mysore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6838
Maya's Kings Kourt,4.1,Mysore,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,1852
Rahee Bi Roambay,4.5,Mysore,0,0,0,0,0,0,0,0,0,1398
REGALIA INN AND SUITES,4.0,Mysore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,1628
Hotel Kalyani,3.9,Mysore,2-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,1288
Royal Tusker Luxury Service Apartments,4.9,Mysore,Free Wi-Fi,Free parking,Air conditioning,Spa,Breakfast,Kitchen,Airport shuttle,Full-service laundry,Accessible,2107
Grand Maurya Hotel & Resort,4.1,Mysore,2-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2828
Tulips Homestay Mysore,4.4,Mysore,Sleeps 4,Airport shuttle,Cable TV,Wheelchair accessible,Free parking,Free Wi-Fi,No air conditioning,No beach access,No elevator,2387
Hotel Mayura Hoysala Mysuru,4.1,Mysore,3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Bar,Restaurant,Room service,Airport shuttle,2531
Hotel Sandesh The Prince,4.1,Mysore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6551
LP Vilas,4.4,Dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5848
Shahanshahi Adventure Park and Wellness Resort,4.2,Dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Bar,3207
The River's Edge Farm - A Boutique Stay,4.5,Dehradun,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Full-service laundry,Kid-friendly,6114
Mango Tree Courtyard,4.7,Dehradun,Free breakfast,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,0,2285
Hyatt Regency Dehradun Resort and Spa,4.6,Dehradun,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,20562
The Hosteller Dehradun,4.8,Dehradun,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Full-service laundry,0,0,0,1315
Adidev Group of Homestays,4.6,Dehradun,Breakfast,Free Wi-Fi,Paid parking,Kitchen,Full-service laundry,0,0,0,0,1005
Riverstone Cottages,4.0,Dehradun,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,4686
Ramada by Wyndham,4.2,Dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6131
"Tree of Life Resort, Dehradun Foothills",4.5,Dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Kitchen,Full-service laundry,6176
Hotel Rajpur Heights,4.0,Dehradun,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2169
Bhagwant Villa - A terrace view,4.4,Dehradun,Sleeps 4,1 bedroom,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board,2090
Fairfield by Marriott Dehradun,4.4,Dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,11682
The Sal Woods - Forest Retreat and Spa,3.9,Dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Restaurant,6384
Old British House,4.7,Dehradun,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Business center,1923
LP Vilas,4.4,Dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4925
Hotel JSR Continental,3.9,Dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3843
Clarion Hotel Dehradun,4.4,Dehradun,0,0,0,0,0,0,0,0,0,3728
Hotel Embassy Dehradun & The Trekkers Hostel,3.8,Dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1069
Mango Tree Courtyard | Heritage Rooms with Wi-Fi,4.5,Dehradun,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,3775
Treebo Trend Elysee,3.8,Dehradun,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,9035
Treebo Trend Blessing Bells,4.0,Dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,9037
Walisons Hotel,4.2,Srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,3780
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,Srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991
Zostel Srinagar,4.5,Srinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,1853
The Shelter Heritage A Boutique Hotel,4.5,Srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Golf,Full-service laundry,2510
Hotel Samar,4.2,Srinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,Smoke-free,1669
Jamal Resorts,4.0,Srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,4215
Hotel Himalayan Resort,4.1,Srinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen,3920
Hotel New Green View Srinagar (Ghulam),3.8,Srinagar,0,0,0,0,0,0,0,0,0,723
Asian Park Hotel,3.8,Srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4456
The victory (A Boutique Hotel),4.0,Srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,3686
Hotel Sultan Residency,4.6,Srinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1848
Hotel Royal Heritage,4.2,Srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,3935
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,Srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,5142
Floating Heritage Group,3.9,Srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,1344
Hotel Kashmir Inn,3.9,Srinagar,2-star hotel,Free Wi-Fi,Paid parking,Pool,Breakfast,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,826
Hotel Merlin Palace,4.8,Srinagar,0,0,0,0,0,0,0,0,0,1344
Hotel Kashmir Hilltown,3.8,Srinagar,3-star hotel,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0,1700
Hotel Zaryab,4.7,Srinagar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,5679
Hotel Meridien,4.0,Srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,3632
Hotel Lake Scene,3.4,Srinagar,0,0,0,0,0,0,0,0,0,664
"The Orchard Retreat & Spa, Srinagar",4.3,Srinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172
Radisson Hotel Srinagar,4.1,Srinagar,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Spa,Restaurant,Room service,14160
Centre Point,4.2,Jamshedpur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4480
Hotel Golden Heights - Best Hotel | Budget Hotel | Best Review Hotel in Jamshedpur,4.2,Jamshedpur,Free Wi-Fi,Pool,Restaurant,Kitchen,Full-service laundry,0,0,0,0,1762
The Cruze,4.2,Jamshedpur,0,0,0,0,0,0,0,0,0,5664
Hotel AB Palace - Top Budget & Luxury Hotels in Jamshedpur,4.0,Jamshedpur,3-star hotel,Free breakfast,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1384
The Bizton,4.5,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,5550
Adarsh Guest House,4.5,Jamshedpur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,448
Ramada by Wyndham Jamshedpur,4.2,Jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5008
The Onyx Hotel - Hotel in Jamshedpur,4.3,Jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,2284
Hotel Trax International,4.7,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1972
The Altira Hotel,4.1,Jamshedpur,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,Kid-friendly,1477
NOVANTA JAMSHEDPUR,4.4,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,6689
Ginger Jamshedpur,4.0,Jamshedpur,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,3135
"The Sonnet, Jamshedpur",4.3,Jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3554
HOTEL DS INTERNATIONAL & KALYANAM BANQUET HALL,4.1,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2668
Madhuban Motel,4.0,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2726
Capsule Pod Hotel,4.4,Jamshedpur,0,0,0,0,0,0,0,0,0,1073
Hotel Chandra,4.1,Jamshedpur,2-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Room service,Full-service laundry,Business center,Kid-friendly,Smoke-free,729
Hotel Grand Residency,4.0,Jamshedpur,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2281
Treebo Trend Pal Comfort - Hotel in Jamshedpur,4.2,Jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,2142
Gyani's Hotel,4.6,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,1779
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4.0,Gwalior,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2158
Hotel Ambience,3.9,Gwalior,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2191
Hotel Solitaire Inn,3.9,Gwalior,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free,1372
Radisson Gwalior,4.3,Gwalior,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6160
Hotel Countryside,3.1,Gwalior,0,0,0,0,0,0,0,0,0,1230
The Empire Resort,4.3,Gwalior,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Spa,Restaurant,Room service,Kitchen,2785
Clarks Inn Suites Gwalior,4.4,Gwalior,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4280
The Moziac Hotel,4.0,Gwalior,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Spa,Restaurant,Room service,Kitchen,Full-service laundry,2116
"Taj Usha Kiran Palace, Gwalior",4.5,Gwalior,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,20894
Imperial Golf Resort and Wedding Lawns,4.5,Gwalior,0,0,0,0,0,0,0,0,0,12458
Hotel Gold Inn,3.9,Gwalior,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Full-service laundry,Smoke-free,0,0,2034
Hotel Ambience,3.9,Gwalior,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2191
Hotel Anand Palace,3.7,Gwalior,3-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1119
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4.0,Gwalior,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2116
Royal Sunrise Resort,3.9,Gwalior,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,0,0,0,0,3232
Krishnam Guest House,4.0,Gwalior,0,0,0,0,0,0,0,0,0,1115
Hotel Centella,4.1,Gwalior,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,2567
Chaitanya Kalyan Guest House,3.7,Gwalior,0,0,0,0,0,0,0,0,0,672
Dera Haveli Heritage Homestay,4.3,Gwalior,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,4312
Govind Niwas Home Stay,2.6,Gwalior,Sleeps 8,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,1304
Clarks Inn Suites Gwalior,4.4,Gwalior,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4622
The Central Park Hotel,3.9,Gwalior,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5641
Treebo Trend Baby Pearl,3.9,Amravati,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1909
Hotel Gouri Inn,3.9,Amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2225
Hotel Regency,4.1,Amravati,3-star hotel,Free breakfast,Free parking,Wi-Fi,Room service,Full-service laundry,Kid-friendly,Smoke-free,0,969
The Grand Mehfil,4.3,Amravati,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,4021
Maniratna Resort,4.0,Amravati,0,0,0,0,0,0,0,0,0,3588
Hotel Rangoli Pearl,4.1,Amravati,1-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3130
The Grand Mehfil,3.9,Amravati,0,0,0,0,0,0,0,0,0,3880
Hotel Gouri Inn,3.9,Amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,1940
Empire Stay,4.5,Amravati,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2808
Hotel Four Season,3.5,Amravati,0,0,0,0,0,0,0,0,0,2973
The Prime Park,4.3,Amravati,0,0,0,0,0,0,0,0,0,3394
Treebo Trend Baby Pearl,3.9,Amravati,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1904
Hotel Vandu International,4.0,Amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2526
Hotel Rajdhani,4.0,Amravati,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1568
Hotel Excel Executive,3.8,Amravati,3-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,1830
Hotel Regency,4.1,Amravati,3-star hotel,Free breakfast,Free parking,Wi-Fi,Room service,Full-service laundry,Kid-friendly,Smoke-free,0,1276
Hotel Rangoli Pearl,4.1,Amravati,1-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3130
"The Peerless Inn, Durgapur",4.0,Durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2589
The Citi Residenci Hotel,4.2,Durgapur,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,Room service,2576
The Citi Residenci Hotel,4.2,Durgapur,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,Room service,2473
"Fortune Park Pushpanjali, Durgapur - Member ITC's hotel group",4.6,Durgapur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5881
HOTEL GALAXY INN,3.6,Durgapur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Kid-friendly,795
"The Peerless Inn, Durgapur",4.0,Durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2589
The Damodar Retreat,4.6,Durgapur,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,2183
Banerjee Inn- City Centre,4.1,Durgapur,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,1764
City International Hotel,3.8,Durgapur,3-star hotel,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1518
Morvee Hotels Durgapur,4.4,Durgapur,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,2245
Kalpana Inn,4.0,Durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1223
The Spices,4.0,Durgapur,0,0,0,0,0,0,0,0,0,1663
Hotel Steel Regency,3.6,Durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,1039
Hotel Astor,4.3,Durgapur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,1992
Park prime hotel,3.9,Durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,2388
OJAS HOTEL & RESORT,4.4,Durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1985
Kohinoor Hotel and Restaurant Benachity (A Legend since 1956),3.7,Durgapur,0,0,0,0,0,0,0,0,0,1280
Hotel ASTOR,4.5,Durgapur,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2047
Morvee Hotels Durgapur,4.4,Durgapur,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,2245
OJAS HOTEL & RESORT,4.4,Durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2046
Treebo Trend Winsome Banquet And Resort,4.6,Ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2304
Treebo Trend Archie Regency,4.0,Ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2205
Radisson Blu Hotel Ranchi,4.5,Ranchi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8047
"FabHotel Accord - Hotel in Ranchi Railway Station, Ranchi",4.6,Ranchi,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Paid parking,Restaurant,Room service,Kid-friendly,0,2426
Park Prime Ranchi,4.0,Ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,3931
Treebo Trend Winsome Banquet And Resort,4.6,Ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2304
Hotel Meera,4.2,Ranchi,Free Wi-Fi,Pool,Air conditioning,Full-service laundry,Kid-friendly,0,0,0,0,645
The Royal Retreat,4.2,Ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,4140
Maplewood Hotel,4.1,Ranchi,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,3121
Hotel Kuber Palace,4.6,Ranchi,1-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,1120
Hotel Fountain,4.3,Ranchi,0,0,0,0,0,0,0,0,0,1680
Samargarh Resorts and hotel,3.9,Ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry,2654
The Cennet Ranchi,4.4,Ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,2160
Hotel Sohrai inn,4.5,Ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,1317
Chanakya BNR Hotel,4.4,Ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7116
"Hotel Green Horizon Station Road, Ranchi. 834001",4.2,Ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Full-service laundry,3087
Capitol Hill,4.3,Ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6318
Divisha The Bali Resort,4.9,Ranchi,0,0,0,0,0,0,0,0,0,840
Divisha Hotel Marina,4.7,Ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,Restaurant,1624
"Le Lac Sarovar Portico, Ranchi",4.2,Ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,7056
Hotel AVN Grand,4.2,Ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,5600
The Royal Retreat,4.2,Ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,4255
